seq,title,year,journal,doi,extraction_priority,decision,reason
1545,Globalization and the labor share in China: Firm-level evidence,2021,MANCHESTER SCHOOL,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1546,Antecedents to differentiation strategy in the exporting SME,2020,INTERNATIONAL BUSINESS REVIEW,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1547,Does Gender Diversity Affect Performance in Agri-Food Cooperatives? A Moderated Model,2020,SUSTAINABILITY,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1548,Understanding the connection between SMEs' competitiveness and cash flow generation: an empirical analysis from Hungary,2021,COMPETITIVENESS REVIEW,10.1108/cr-01-2020-0019,1_DOI_FIRST,UNSURE,title_insufficient
1549,Big data analytics (BDA) and degree of internationalization: the interplay between governance of BDA infrastructure and ,2021,JOURNAL OF MANAGEMENT & GOVERNANCE,10.1007/s10997-020-09542-w,1_DOI_FIRST,Y,STRONG:SI:doi_explicit
1550,Global value chains and technology transfer: new evidence from developing countries,2021,REVIEW OF WORLD ECONOMICS,10.1007/s10290-020-00398-8,1_DOI_FIRST,UNSURE,title_insufficient
1551,When Does Corporate Social Performance Pay for International Firms?,2020,BUSINESS & SOCIETY,10.1177/0007650318816957,1_DOI_FIRST,UNSURE,title_insufficient
1552,"Limiting role of resource dependence: an examination of director interlocks, board meetings and family ownership",2021,CROSS CULTURAL & STRATEGIC MANAGEMENT,10.1108/ccsm-01-2020-0006,1_DOI_FIRST,UNSURE,title_insufficient
1553,Processing trade and energy efficiency: Evidence from Chinese manufacturing firms,2020,JOURNAL OF CLEANER PRODUCTION,10.1016/j.jclepro.2020.122507,1_DOI_FIRST,UNSURE,title_insufficient
1554,The S-Shaped Relationship Between internationalization and Performance: Empirical Evidence from Laos,2020,JOURNAL OF ASIAN FINANCE ECONOMICS AND BUSINESS,10.13106/jafeb.2020.vol7.no11.357,1_DOI_FIRST,Y,STRONG:SI:intl_perf
1555,"Human capital readiness and global market orientation in Indonesian Micro-, Small- and-Medium-sized Enterprises business",2022,INTERNATIONAL JOURNAL OF PRODUCTIVITY AND PERFORMANCE MANAGEMENT,10.1108/ijppm-04-2020-0181,1_DOI_FIRST,UNSURE,title_insufficient
1556,Waiting for Godot? Success or failure of firms' growth in a panel of Italian manufacturing firms,2020,STRUCTURAL CHANGE AND ECONOMIC DYNAMICS,10.1016/j.strueco.2020.08.007,1_DOI_FIRST,UNSURE,title_insufficient
1557,"Past, ongoing, and future debate on the interplay between internationalization and digitalization",2021,JOURNAL OF MANAGEMENT AND GOVERNANCE,10.1007/s10997-020-09544-8,1_DOI_FIRST,UNSURE,title_insufficient
1558,Innovation and firm growth in agricultural inputs industry: empirical evidence from India,2021,JOURNAL OF AGRIBUSINESS IN DEVELOPING AND EMERGING ECONOMIES,10.1108/jadee-07-2020-0156,1_DOI_FIRST,UNSURE,title_insufficient
1559,Drivers of digital adoption: a multiple case analysis among low and high-tech industries in Malaysia,2021,ASIA-PACIFIC JOURNAL OF BUSINESS ADMINISTRATION,10.1108/apjba-05-2019-0093,1_DOI_FIRST,UNSURE,title_insufficient
1560,"Is ""Born Global"" a Viable Market Entry Mode for the Internationalization of SMEs? Evidence from China before COVID-19",2020,EMERGING MARKETS FINANCE AND TRADE,10.1080/1540496x.2020.1854720,1_DOI_FIRST,N,HARD:ant:entry_mode
1561,Knowledge integration in international SMEs - The effects on firm innovation and performance,2020,COGENT BUSINESS & MANAGEMENT,,2_NO_DOI_MANUAL,Y,STRONG:SI:intl_and_perf
1562,Ownership structure and financial performance of Spanish port service companies,2020,MARITIME ECONOMICS & LOGISTICS,10.1057/s41278-019-00130-w,1_DOI_FIRST,UNSURE,title_insufficient
1563,Environmental policies and financial performance: stock market reaction to firms for their proactive environmental pract,2021,BUSINESS STRATEGY AND THE ENVIRONMENT,10.1002/bse.2693,1_DOI_FIRST,UNSURE,title_insufficient
1564,Top management team international diversity and the performance of international R&D,2022,GLOBAL STRATEGY JOURNAL,,2_NO_DOI_MANUAL,Y,STRONG:SI:intl_and_perf
1565,Effects of Patent Right and Innovation Diversity on Business Performance in Biomedical Industry,2020,REVISTA DE CERCETARE SI INTERVENTIE SOCIALA,,2_NO_DOI_MANUAL,N,HARD:oob:health
1566,"Chief global officers, geographical sales dispersion, and firm performance",2020,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2020.08.011,1_DOI_FIRST,UNSURE,title_insufficient
1567,Women directors and exporting activity: The moderating role of network advice,2020,ECONOMICS AND BUSINESS LETTERS,10.17811/ebl.9.2.2020.106-113,1_DOI_FIRST,UNSURE,title_insufficient
1568,Export behaviour and innovation: a challenge to be met by cooperatives,2021,ECONOMICS BULLETIN,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1569,The Export Quality and Firm Heterogeneity of the Food Industry in China,2021,JOURNAL OF THE FACULTY OF AGRICULTURE KYUSHU UNIVERSITY,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1570,Adoption timing of OHSAS 18001 and firm performance: An institutional theory perspective,2021,INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS,10.1016/j.ijpe.2020.107870,1_DOI_FIRST,UNSURE,title_insufficient
1571,"Industry 4.0 technologies, digital trust and technological orientation: What matters in open innovation?",2020,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,10.1016/j.techfore.2020.120332,1_DOI_FIRST,UNSURE,title_insufficient
1572,International market selection: an application of hybrid multi-criteria decision-making technique in the textile sector,2021,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,10.1108/ribs-07-2020-0088,1_DOI_FIRST,UNSURE,title_insufficient
1573,New product development and sustainable performance of Chinese SMMEs: The role of dynamic capability and intra-national ,2020,INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS,10.1016/j.ijpe.2020.107817,1_DOI_FIRST,UNSURE,title_insufficient
1574,Chief marketing officer and internationalization-a resource-based view,2021,ASIA PACIFIC JOURNAL OF MARKETING AND LOGISTICS,10.1108/apjml-03-2020-0185,1_DOI_FIRST,UNSURE,title_insufficient
1575,The effect of board gender diversity on cross-listing,2020,JOURNAL OF CORPORATE FINANCE,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1576,Maritime knowledge clusters: A conceptual model and empirical evidence,2021,MARINE POLICY,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1577,Does nepotism run in the family? CEO pay and pay-performance sensitivity in Indian family firms,2021,STRATEGIC MANAGEMENT JOURNAL,10.1002/smj.3263,1_DOI_FIRST,UNSURE,title_insufficient
1578,Chinese Service Multinationals: The Degree of Internationalization and Performance,2020,MANAGEMENT INTERNATIONAL REVIEW,,2_NO_DOI_MANUAL,Y,STRONG:SI:intl_perf
1579,Performance implications of combining innovation and internationalization for Korean small- and medium-sized manufacturi,2023,ASIAN BUSINESS & MANAGEMENT,10.1057/s41291-020-00144-w,1_DOI_FIRST,Y,STRONG:SI:perf_intl
1580,THE IMPACT OF GENDER ON FINANCIAL PERFORMANCE: EVIDENCE FROM A SAMPLE OF PORTUGUESE SMEs,2020,POLISH JOURNAL OF MANAGEMENT STUDIES,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1581,Examining the Factors Affecting SME Performance: The Mediating Role of Social Media Adoption,2021,SUSTAINABILITY,10.3390/su13010075,1_DOI_FIRST,UNSURE,title_insufficient
1582,Impact of institutional imprinting on the persistence of superior profits: A study of regulatory punctuation in India,2021,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2020.11.039,1_DOI_FIRST,UNSURE,title_insufficient
1583,Top management capabilities and performance of halal product,2020,INNOVATION & MANAGEMENT REVIEW,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1584,The effect of information frictions on FDI persistence,2021,ECONOMIC MODELLING,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1585,Measuring competitiveness through the global competitiveness project framework: the Brazilian experience,2021,COMPETITIVENESS REVIEW,10.1108/cr-12-2019-0164,1_DOI_FIRST,UNSURE,title_insufficient
1586,Business founders and performance of family firms: evidence from developing countries in Asia,2021,JOURNAL OF ASIA BUSINESS STUDIES,10.1108/jabs-03-2019-0095,1_DOI_FIRST,UNSURE,title_insufficient
1587,Measuring innovation effectiveness: a SEM-based cross-lagged analysis,2021,INTERNATIONAL JOURNAL OF INNOVATION SCIENCE,10.1108/ijis-08-2020-0111,1_DOI_FIRST,UNSURE,title_insufficient
1588,Swimming upstream throughout the turmoil: Evidence on firm growth during the great recession,2021,SCOTTISH JOURNAL OF POLITICAL ECONOMY,10.1111/sjpe.12272,1_DOI_FIRST,UNSURE,title_insufficient
1589,Determinants of the sustainable internationalization and risk-taking factors in public commercial banks,2022,JOURNAL OF PUBLIC AFFAIRS,10.1002/pa.2606,1_DOI_FIRST,N,HARD:ant:determinants
1590,Modelling the effects of institutional support and international knowledge on competitive capabilities and international,2020,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2020.100779,1_DOI_FIRST,Y,STRONG:SI:intl_and_perf
1591,Innovation drivers of external competitiveness in the great recession,2022,SMALL BUSINESS ECONOMICS,10.1007/s11187-021-00453-0,1_DOI_FIRST,UNSURE,title_insufficient
1592,Migrant human and political capitals value in entrepreneur enterprise performance. A comparative study of four emerging ,2021,INTERNATIONAL ENTREPRENEURSHIP AND MANAGEMENT JOURNAL,10.1007/s11365-020-00710-w,1_DOI_FIRST,UNSURE,title_insufficient
1593,Exports of Spanish manufacturing firms and financial constraints,2021,BRQ-BUSINESS RESEARCH QUARTERLY,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1594,Getting the facts right on born globals,2021,SMALL BUSINESS ECONOMICS,10.1007/s11187-019-00216-y,1_DOI_FIRST,UNSURE,title_insufficient
1595,Making better foreign friendships: the effects of increased cultural diversity in alliance portfolios and portfolio conf,2022,JOURNAL OF BUSINESS & INDUSTRIAL MARKETING,10.1108/jbim-08-2020-0396,1_DOI_FIRST,UNSURE,title_insufficient
1596,"Informal institutions, entrepreneurs' political participation, and venture internationalization",2022,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/s41267-021-00402-9,1_DOI_FIRST,UNSURE,title_insufficient
1597,"Innovation and exports: different markets, different outcomes",2022,COMPETITIVENESS REVIEW,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1598,"Corporate governance, law, culture, environmental performance and CSR disclosure: A global perspective",2021,JOURNAL OF INTERNATIONAL FINANCIAL MARKETS INSTITUTIONS & MONEY,10.1016/j.intfin.2020.101264,1_DOI_FIRST,N,HARD:gov:corp_gov
1599,Vanguards of globalization: Organization and political action among America's pro-trade firms,2021,BUSINESS AND POLITICS,10.1017/bap.2019.31,1_DOI_FIRST,N,HARD:ant:political_action
1600,"Enhancing CSR disclosure through foreign ownership, foreign board members, and cross-listing: Does it work in Russian co",2021,EMERGING MARKETS REVIEW,10.2139/ssrn.3725985,1_DOI_FIRST,UNSURE,title_insufficient
1601,How to Increase the Internationalization Capacity of Science & Technology Park Firms: Some Lessons for The Managers,2021,SOSYOEKONOMI,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1602,On the relationship between the energy conservation and emissions reduction policy and employment adjustment by manufact,2021,JOURNAL OF CLEANER PRODUCTION,10.1016/j.jclepro.2021.126652,1_DOI_FIRST,UNSURE,title_insufficient
1603,Does investment in innovation impact firm performance in emerging economies? An empirical investigation of the Indian fo,2021,INTERNATIONAL JOURNAL OF INNOVATION SCIENCE,10.1108/ijis-07-2020-0104,1_DOI_FIRST,UNSURE,title_insufficient
1604,"International diversification, ownership structure and performance in an emerging market: evidence from Chile",2021,ECONOMIC RESEARCH-EKONOMSKA ISTRAZIVANJA,10.1080/1331677x.2020.1820359,1_DOI_FIRST,Y,STRONG:SI:intl_and_perf
1605,The influence of the five cardinal values of confucianism on firm performance,2022,REVIEW OF MANAGERIAL SCIENCE,10.1007/s11846-021-00452-1,1_DOI_FIRST,UNSURE,title_insufficient
1606,Emerging Market Multinational Family Business Groups and the Use of Family Managers in Foreign Subsidiaries,2021,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-021-00437-y,1_DOI_FIRST,UNSURE,title_insufficient
1607,Exploring the role of international R&D activities in the impact of technological and marketing capabilities on SMEs' pe,2021,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2020.04.042,1_DOI_FIRST,Y,STRONG:SI:intl_and_perf
1608,Does age matter? The impact of SMEs age on the relationship between knowledge sourcing strategy and internationalization,2021,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2019.05.021,1_DOI_FIRST,UNSURE,title_insufficient
1609,Using the Resource-Based View in Multinational Enterprise Research,2021,JOURNAL OF MANAGEMENT,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1610,Outward FDI and efficiency in within-firm resource allocation-Evidence from firm-level data of China,2021,JOURNAL OF ASIAN ECONOMICS,10.1016/j.asieco.2021.101298,1_DOI_FIRST,UNSURE,title_insufficient
1611,Building Multinationals in the Mediterranean: balearic island hotels in the 1990s,2020,MANAGEMENT & ORGANIZATIONAL HISTORY,10.1080/17449359.2021.1896368,1_DOI_FIRST,UNSURE,title_insufficient
1612,Do firms profit from patent litigation? The contingent roles of diversification and intangible assets,2021,RESEARCH POLICY,10.1016/j.respol.2021.104263,1_DOI_FIRST,UNSURE,title_insufficient
1613,Does one size fit all? CEO profiles and strategic management choices,2021,ACADEMIA-REVISTA LATINOAMERICANA DE ADMINISTRACION,10.1108/arla-04-2020-0075,1_DOI_FIRST,UNSURE,title_insufficient
1614,"Strategic agility, dynamic relational capability and trust among SMEs in transitional economies",2021,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2020.101175,1_DOI_FIRST,UNSURE,title_insufficient
1615,Reverse innovation transfer in Chinese MNCs: The role of political ties and headquarters,2021,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2021.100829,1_DOI_FIRST,UNSURE,title_insufficient
1616,"Strategic agility, internationalisation speed and international success - The role of coordination mechanisms and growth",2021,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2021.100838,1_DOI_FIRST,UNSURE,title_insufficient
1617,Resources and digital export: An RBV perspective on the role of digital technologies and capabilities in cross-border e-,2021,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2021.04.010,1_DOI_FIRST,UNSURE,title_insufficient
1618,Twenty-five years of the <i>Journal of Small Business and Enterprise Development</i>: a bibliometric review,2021,JOURNAL OF SMALL BUSINESS AND ENTERPRISE DEVELOPMENT,,2_NO_DOI_MANUAL,N,HARD:meth:bibliometric
1619,The short- and long-run effects of foreign investments on firm performance: Evidence from Asia Pacific,2021,INTERNATIONAL REVIEW OF ECONOMICS & FINANCE,10.1016/j.iref.2021.04.011,1_DOI_FIRST,UNSURE,title_insufficient
1620,Implementation of Stochastic Analysis in Corporate Decision-Making Models,2021,MATHEMATICS,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1621,Broadening the business model construct: Exploring how family-owned SMEs co-create value with external stakeholders,2021,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2020.03.034,1_DOI_FIRST,UNSURE,title_insufficient
1622,Assessing the Innovation-finance Nexus for SMEs: Evidence from the Arab Region (MENA),2022,JOURNAL OF THE KNOWLEDGE ECONOMY,10.1007/s13132-021-00786-x,1_DOI_FIRST,UNSURE,title_insufficient
1623,Entrepreneurship and the resource-based view: what is the linkage? A bibliometric approach,2021,INTERNATIONAL JOURNAL OF ENTREPRENEURIAL VENTURING,,2_NO_DOI_MANUAL,N,HARD:meth:bibliometric
1624,Bridging production factors allocation and sustainable operations in China's heavy-polluting firms: The moderation effec,2021,JOURNAL OF CLEANER PRODUCTION,10.1016/j.jclepro.2021.126637,1_DOI_FIRST,UNSURE,title_insufficient
1625,"The dynamic process of pro-market reforms and foreign affiliate performance: When to seek local, subnational, or global ",2021,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/s41267-021-00429-y,1_DOI_FIRST,UNSURE,title_insufficient
1626,Modelling two-way relationship between innovation and internationalisation: does learning by export matter?,2021,TRANSNATIONAL CORPORATIONS REVIEW,10.1080/19186444.2021.1908791,1_DOI_FIRST,Y,STRONG:SI:LBE
1627,The birth of new HGEs: internationalization through new digital technologies,2022,JOURNAL OF TECHNOLOGY TRANSFER,10.1007/s10961-021-09861-6,1_DOI_FIRST,UNSURE,title_insufficient
1628,Versatile capabilities for growth in the context of transforming countries: Evidence from Polish manufacturing companies,2021,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2021.05.038,1_DOI_FIRST,UNSURE,title_insufficient
1629,Automotive Components Industry and Profitability Factors: Evidence from India,2020,VISION-THE JOURNAL OF BUSINESS PERSPECTIVE,10.1177/0972262920955007,1_DOI_FIRST,UNSURE,title_insufficient
1630,Intergenerational Differences in Family Business Management and Their Influence on Business Profitability,2021,SUSTAINABILITY,10.3390/su13126979,1_DOI_FIRST,UNSURE,title_insufficient
1631,Exploring firm-level innovation and productivity in India,2021,INTERNATIONAL JOURNAL OF INNOVATION SCIENCE,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
