seq,title,authors,year,journal,doi_enriched,doi_source,study_id,effect_id,country,sample_start,sample_end,n,r,r_quadratic,turning_point,icrv,cdai,cdai_source,cdai_missing,dpl,doi_type,fp_type,is_estimated,is_partial,is_panel,endogeneity_corrected,include_flag,notes
463,Internationalization choices and Italian firm performance during the crisis,"Costa, Stefano; Pappalardo, Carmine; Vicarelli, Claudio",2017,SMALL BUSINESS ECONOMICS,,crossref_no_match,Costa_2017,,,,,,,,,,,,,3,,,,,,,,
464,Internationalization Speed and Firm Performance: A Study of the Market-Seeking Expansion of Retail MNEs,"Mohr, Alexander; Batsakis, Georgios",2017,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-016-0284-9,crossref_score=75,Mohr_2017,,,,,,,,,,,,,3,,,,,,,,
465,Commercialization strategy and internationalization outcomes in technology-based new ventures,"Symeonidou, Noni; Bruneel, Johan; Autio, Erkko",2017,JOURNAL OF BUSINESS VENTURING,10.1016/j.jbusvent.2017.02.004,crossref_score=71,Symeonidou_2017,,,,,,,,,,,,,3,,,,,,,,
466,"Multinationality, R&D and productivity: Evidence from the top R&D investors worldwide","Castellani, Davide; Montresor, Sandro; Schubert, Torben; Vezzani, Antonio",2017,INTERNATIONAL BUSINESS REVIEW,,crossref_no_match,Castellani_2017,,,,,,,,,,,,,3,,,,,,,,
467,A critical perspective on the measurement of performance in the empirical multinationality and performance literature,"Richter, Nicole Franziska; Schmidt, Robert; Ladwig, Tina Jessica; Wulhorst, Fabian",2017,CRITICAL PERSPECTIVES ON INTERNATIONAL BUSINESS,,crossref_no_match,Richter_2017,,,,,,,,,,,,,3,,,,,,,,
468,Innovation strategy and export intensity of Chinese SMEs: the moderating role of the home-country business environment,"Rialp-Criado, Alex; Komochkoya, Ksenia",2017,ASIAN BUSINESS & MANAGEMENT,10.1057/s41291-017-0018-2,crossref_score=96,RialpCriado_2017,,,,,,,,,,,,,3,,,,,,,,
469,A Quasi-experimental Approach to the Multinationality-performance Relationship: An Application to Learning-by-exporting,"Chang, Sea-Jin; Chung, Jaiho",2017,GLOBAL STRATEGY JOURNAL,,crossref_no_match,Chang_2017,,,,,,,,,,,,,3,,,,,,,,
470,Where to Seek Strategic Assets for Competitive Catch-up? A configurational study of emerging multinational enterprises expanding into foreign strategic factor markets,"Cui, Lin; Fan, Di; Liu, Xiaohui; Li, Yi",2017,ORGANIZATION STUDIES,10.1177/0170840616670441,crossref_score=103,Cui_2017,,,,,,,,,,,,,3,,,,,,,,
471,Internationalisation and Innovation Intensities of Polish Manufacturing Firms: A Close Nexus?,"Brodzicki, Tomasz",2017,ENTREPRENEURIAL BUSINESS AND ECONOMICS REVIEW,10.15678/eber.2017.050106,crossref_score=87,Brodzicki_2017,,,,,,,,,,,,,3,,,,,,,,
472,"Capability, environment and internationalization fit, and financial and marketing performance of MNEs' foreign subsidiaries An abductive contingency approach","Dikova, Dessislava; van Witteloostuijn, Arjen; Parker, Simon",2017,CROSS CULTURAL & STRATEGIC MANAGEMENT,,crossref_title_mismatch,Dikova_2017,,,,,,,,,,,,,3,,,,,,,,
473,Bank Internationalization and Firm Exports: Evidence from Matched Firm-Bank Data,"Bronzini, Raffaello; D'Ignazio, Alessio",2017,REVIEW OF INTERNATIONAL ECONOMICS,10.2139/ssrn.2777973,crossref_score=99,Bronzini_2017,,,,,,,,,,,,,3,,,,,,,,
474,Emerging Market Multinational Companies and Internationalization: The Role of Home Country Urbanization,"Estrin, Saul; Nielsen, Bo B.; Nielsen, Sabina",2017,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2016.11.006,crossref_score=77,Estrin_2017,,,,,,,,,,,,,3,,,,,,,,
475,CO<sub>2</sub> emission intensity and exporting: Evidence from firm-level data,"Richter, Philipp M.; Schiersch, Alexander",2017,EUROPEAN ECONOMIC REVIEW,10.1016/j.euroecorev.2017.07.011,crossref_score=65,Richter_2017,,,,,,,,,,,,,3,,,,,,,,
476,A Multimediation Model of Learning by Exporting: Analysis of Export-Induced Productivity Gains,"Tse, Caleb H.; Yu, Linhui; Zhu, Jianjun",2017,JOURNAL OF MANAGEMENT,10.1177/0149206315573998,crossref_score=71,Tse_2017,,,,,,,,,,,,,3,,,,,,,,
477,A Study on the Effects of Dual Network Embeddedness on Organizational Learning and Internationalization Performance,"Li, Jie Yi; Cao, Jin Xia; Liu, Yu Qin",2017,EURASIA JOURNAL OF MATHEMATICS SCIENCE AND TECHNOLOGY EDUCATION,,crossref_no_match,Li_2017,,,,,,,,,,,,,3,,,,,,,,
478,Local Externalities and Firm Internationalisation,"Burlina, Chiara",2017,TIJDSCHRIFT VOOR ECONOMISCHE EN SOCIALE GEOGRAFIE,10.1111/tesg.12224,crossref_score=61,Burlina_2017,,,,,,,,,,,,,3,,,,,,,,
479,The relationship between multinationality and performance: Knowledge-intensive vs. capital-intensive service micro-multinational enterprises,"Shin, Joonho; Mendoza, Xavier; Hawkins, Matthew A.; Choi, Changbum",2017,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2017.02.005,crossref_score=91,Shin_2017,,,,,,,,,,,,,3,,,,,,,,
480,Performance Impact of Temporal Strategic Fit: Entrainment of Internationalization with Pro-Market Reforms,"Popli, Manish; Akbar, Mohammad; Kumar, Vikas; Gaur, Ajai",2017,GLOBAL STRATEGY JOURNAL,10.1002/gsj.1160,crossref_score=66,Popli_2017,,,,,,,,,,,,,3,,,,,,,,
481,lInfluence of Chinese entrepreneurial companies' internationalization on independent innovation: Input incentive effect and efficiency improvement effect,"Xu, Xin; Xia, Yun; Li, Chuntao",2017,CHINA JOURNAL OF ACCOUNTING RESEARCH,10.1016/j.cjar.2017.05.001,crossref_score=77,Xu_2017,,,,,,,,,,,,,3,,,,,,,,
482,Board political experience and firm internationalization strategy A resource dependence perspective,"Yarbrough, Earl, Jr.; Abebe, Michael; Dadanlar, Hazel",2017,JOURNAL OF STRATEGY AND MANAGEMENT,,crossref_title_mismatch,Yarbrough_2017,,,,,,,,,,,,,3,,,,,,,,
483,"MNE internationalization patterns, the roles of knowledge stocks, and the portfolio of MNE subsidiaries","Hutzschenreuter, Thomas; Matt, Tanja",2017,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/s41267-017-0105-9,crossref_score=100,Hutzschenreuter_2017,,,,,,,,,,,,,3,,,,,,,,
484,Financial Factors and Manufacturing Exports: Firm-Level Evidence From Egypt,"Kiendrebeogo, Youssouf; Minea, Alexandru",2017,JOURNAL OF DEVELOPMENT STUDIES,10.1596/28933,crossref_score=76,Kiendrebeogo_2017,,,,,,,,,,,,,3,,,,,,,,
485,Reputation of multinational companies Corporate social responsibility and internationalization,"Aguilera-Caracuel, Javier; Guerrero-Villegas, Jaime; Garcia-Sanchez, Encarnacion",2017,EUROPEAN JOURNAL OF MANAGEMENT AND BUSINESS ECONOMICS,,crossref_no_match,AguileraCaracuel_2017,,,,,,,,,,,,,3,,,,,,,,
486,Examining drivers of e-commerce marketing capabilities and their impact on export venture e-commerce performance and export market growth: mediating role of efficiencies,"Abdolvand, Mohammad Ali; Keisami, Mina Khalili",2017,HELIX,10.29042/2017-2141-2149,crossref_score=106,Abdolvand_2017,,,,,,,,,,,,,3,,,,,,,,
487,Productivity Gap: A Chance or an Obstacle in Absorbing Benefits from FDI in a Host Country,"Wojciechowski, Liwiusz",2017,ENTREPRENEURIAL BUSINESS AND ECONOMICS REVIEW,10.15678/eber.2017.050407,crossref_score=79,Wojciechowski_2017,,,,,,,,,,,,,3,,,,,,,,
488,"Distances, multinational organisational learning, and firm performance: a new perspective","Metz, Philipp",2017,INTERNATIONAL JOURNAL OF BUSINESS ENVIRONMENT,10.1504/ijbe.2017.10006208,crossref_score=69,Metz_2017,,,,,,,,,,,,,3,,,,,,,,
489,THE INTERNATIONALIZATION OF AN ALLIANCE PORTFOLIO AS AN SME DEVELOPMENT DRIVER,"Castiglioni, Marco; Castro, Ignacio; Luis Galan, Jose",2017,MANAGING ALLIANCE PORTFOLIOS AND NETWORKS,10.1108/978-1-68123-181-520251003,crossref_score=61,Castiglioni_2017,,,,,,,,,,,,,3,,,,,,,,
490,Export Performance of SMEs in the Rwandan Mining Sector: Challenges and Prospects,"Nyamulinda, Bideri Ishuheri; Gaju, Alice Karema",2017,"MANAGEMENT CHALLENGES IN DIFFERENT TYPES OF AFRICAN FIRMS: PROCESSES, PRACTICES AND PERFORMANCE",10.1007/978-981-10-4536-3_12,crossref_score=75,Nyamulinda_2017,,,,,,,,,,,,,3,,,,,,,,
491,A research note on multinationality and firm performance Nonparametric frontier analysis,"Grant, Kevin; Matousek, Roman; Meyer, Martin; Tzeremes, Nickolaos G.",2017,INTERNATIONAL JOURNAL OF OPERATIONS & PRODUCTION MANAGEMENT,,crossref_no_match,Grant_2017,,,,,,,,,,,,,3,,,,,,,,
492,Does transitioning from family to non-family controlled firm influence internationalization?,"Monreal-Perez, Joaquin; Sanchez-Marin, Gregorio",2017,JOURNAL OF SMALL BUSINESS AND ENTERPRISE DEVELOPMENT,10.1108/jsbed-02-2017-0029,crossref_score=80,MonrealPerez_2017,,,,,,,,,,,,,3,,,,,,,,
493,"Internationalization, dynamic environments and new product development An empirical investigation of Korean companies","Lee, Keon Bong; Choi, Suk Bong",2017,JOURNAL OF KOREA TRADE,,crossref_no_match,Lee_2017,,,,,,,,,,,,,3,,,,,,,,
494,Family entrepreneurship and internationalization strategies,"Ratten, Vanessa; Ramadani, Veland; Dana, Leo-Paul; Hoy, Frank; Ferreira, Joao",2017,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,,crossref_no_match,Ratten_2017,,,,,,,,,,,,,3,,,,,,,,
495,Effects of human capital on the relationship between export and firm innovation,"Liu, Guangqiang; Pang, Lirang; Kong, Dongmin",2017,CHINESE MANAGEMENT STUDIES,,crossref_no_match,Liu_2017,,,,,,,,,,,,,3,,,,,,,,
496,POSITIVE AND NEGATIVE EFFECTS OF A COMPANY'S RELATIONSHIPS IN THE INTERNATIONALIZATION PROCESS,"Ratajczak-Mrozek, Milena; Mielcarek, Pawel",2017,ARGUMENTA OECONOMICA,10.15611/aoe.2017.1.05,crossref_score=64,RatajczakMrozek_2017,,,,,,,,,,,,,3,,,,,,,,
497,Performance effects of multinationality: evidence from European companies,"Ral-Trebacz, Arkadiusz",2017,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,10.1504/ejim.2016.079528,crossref_score=86,RalTrebacz_2017,,,,,,,,,,,,,3,,,,,,,,
498,Rapid internationalization and long-term performance: The knowledge link,"Garcia-Garcia, Raquel; Garcia-Canal, Esteban; Guillen, Mauro F.",2017,JOURNAL OF WORLD BUSINESS,,crossref_no_match,GarciaGarcia_2017,,,,,,,,,,,,,3,,,,,,,,
499,"Multinationals, technology and regional linkages in Myanmar's clothing industry","Naing, Tin Htoo; Yap, Su-Fei",2016,ASIA PACIFIC BUSINESS REVIEW,10.1080/13602381.2014.990211,crossref_score=63,Naing_2016,,,,,,,,,,,,,3,,,,,,,,
500,"R&D investments, financing constraints, exporting and productivity","Altomonte, Carlo; Gamba, Simona; Mancusi, Maria Luisa; Vezzulli, Andrea",2016,ECONOMICS OF INNOVATION AND NEW TECHNOLOGY,,crossref_no_match,Altomonte_2016,,,,,,,,,,,,,3,,,,,,,,
501,Innovation management of internationalised IT companies in Brazil and Portugal,"Galina, Simone; Carvalho, Luisa; Costa, Teresa",2016,INTERNATIONAL JOURNAL OF KNOWLEDGE-BASED DEVELOPMENT,,crossref_no_match,Galina_2016,,,,,,,,,,,,,3,,,,,,,,
502,Types of foreign networks and internationalization performance of Korean SMEs,"Jeong, So Won",2016,MULTINATIONAL BUSINESS REVIEW,,crossref_no_match,Jeong_2016,,,,,,,,,,,,,3,,,,,,,,
503,Internationalisation of family-owned businesses in a geographically remote area,"Moini, Hamid; Kuada, John; Decker, Arnim",2016,INTERNATIONAL JOURNAL OF ENTREPRENEURIAL VENTURING,10.1504/ijev.2016.077621,crossref_score=74,Moini_2016,,,,,,,,,,,,,3,,,,,,,,
504,THE IMPACT OF INTERNATIONALIZATION AND DIVERSIFICATION ON CONSTRUCTION INDUSTRY PERFORMANCE,"Horta, Isabel M.; Kapelko, Magdalena; lansink, Alfons OuDe; Camanho, Ana S.",2016,INTERNATIONAL JOURNAL OF STRATEGIC PROPERTY MANAGEMENT,,crossref_no_match,Horta_2016,,,,,,,,,,,,,3,,,,,,,,
505,"Better at home, abroad, or both? How Chinese firms use ambidextrous internationalization strategies to drive innovation","Prange, Christiane; Bruyaka, Olga",2016,CROSS CULTURAL & STRATEGIC MANAGEMENT,10.1108/ccsm-07-2014-0079,crossref_score=94,Prange_2016,,,,,,,,,,,,,3,,,,,,,,
506,"Efficiency, internationalization and market positioning in textiles fast fashion The Inditex case","de Jorge Moreno, Justo; Rojas Carrasco, Oscar",2016,INTERNATIONAL JOURNAL OF RETAIL & DISTRIBUTION MANAGEMENT,10.1108/ijrdm-04-2015-0064,crossref_score=76,Moreno_2016,,,,,,,,,,,,,3,,,,,,,,
507,Antecedents and consequences of firm's export marketing strategy An empirical study of Austrian SMEs (a contingency perspective),"Fuchs, Manfred; Koestner, Mariella",2016,MANAGEMENT RESEARCH REVIEW,,crossref_no_match,Fuchs_2016,,,,,,,,,,,,,3,,,,,,,,
508,The inverted-U relationship between the degree of internationalization and the performance: The case of Spanish hotel chains,"Brida, Juan Gabriel; Ramon-Rodriguez, Ana B.; Jesus Such-Devesa, Maria; Driha, Oana",2016,TOURISM MANAGEMENT PERSPECTIVES,10.1016/j.tmp.2015.12.016,crossref_score=65,Brida_2016,,,,,,,,,,,,,3,,,,,,,,
509,Exports-R&D investment complementarity and economic performance of firms located in Portugal,"Neves, Alexandre; Teixeira, Aurora A. C.; Silva, Sandra T.",2016,INVESTIGACION ECONOMICA,10.1016/j.inveco.2016.03.004,crossref_score=64,Neves_2016,,,,,,,,,,,,,3,,,,,,,,
510,"Country specific advantage, firm specific advantage and multinationality - Sources of competitive advantage in emerging markets: Evidence from the electronics industry in China","Bhaumik, Sumon Kumar; Driffield, Nigel; Zhou, Ying",2016,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2014.12.006,crossref_score=117,Bhaumik_2016,,,,,,,,,,,,,3,,,,,,,,
511,Internationalization and innovation performance of emerging market enterprises: The role of host-country institutional development,"Wu, Jie; Wang, Chengqi; Hong, Junjie; Piperopoulos, Panagiotis; Zhuo, Shuaihe",2016,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2015.09.002,crossref_score=67,Wu_2016,,,,,,,,,,,,,3,,,,,,,,
512,Cultural intelligence and export performance of small and medium enterprises in Thailand: Mediating roles of organizational capabilities,"Charoensukmongkol, Peerayuth",2016,INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP,10.1177/0266242614539364,crossref_score=88,Charoensukmongkol_2016,,,,,,,,,,,,,3,,,,,,,,
513,Understanding Export Market Success: Evidence from Manufacturing Firms,"Altuzarra, A.; Bustillo, R.; Rodriguez, C.",2016,OPEN ECONOMIES REVIEW,10.1007/s11079-015-9368-6,crossref_score=72,Altuzarra_2016,,,,,,,,,,,,,3,,,,,,,,
514,Speed of SME Internationalization and Performance,"Hilmersson, Mikael; Johanson, Martin",2016,MANAGEMENT INTERNATIONAL REVIEW,,crossref_no_match,Hilmersson_2016,,,,,,,,,,,,,3,,,,,,,,
515,What is beneficial for first-time SME-exporters from a transition economy: A diversified or a focused export-strategy?,"Dikova, Desislava; Jaklic, Andreja; Burger, Anze; Kuncic, Aljaz",2016,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2015.05.001,crossref_score=87,Dikova_2016,,,,,,,,,,,,,3,,,,,,,,
516,Measuring productivity premia with many modes of internationalization,"Bekes, Gabor; Murakoezy, Balazs",2016,ECONOMICS LETTERS,,crossref_no_match,Bekes_2016,,,,,,,,,,,,,3,,,,,,,,
517,Internationalisation and performance in Spanish family SMES: The W-curve,"Fernandez-Olmos, Marta; Gargallo-Castel, Ana; Giner-Bagues, Enrique",2016,BRQ-BUSINESS RESEARCH QUARTERLY,,crossref_no_match,FernandezOlmos_2016,,,,,,,,,,,,,3,,,,,,,,
518,The effect of social networks and dynamic internationalization capabilities on international performance,"Pinho, Jose Carlos; Prange, Christiane",2016,JOURNAL OF WORLD BUSINESS,,crossref_no_match,Pinho_2016,,,,,,,,,,,,,3,,,,,,,,
519,SME Internationalization Through Global Value Chains and Free Trade Agreements: Evidence from Malaysia,"Arudchelvan, Menaka; Wignaraja, Ganeshan",2016,PRODUCTION NETWORKS AND ENTERPRISES IN EAST ASIA: INDUSTRY AND FIRM-LEVEL ANALYSIS,10.1007/978-4-431-55498-1_10,crossref_score=95,Arudchelvan_2016,,,,,,,,,,,,,3,,,,,,,,
520,"Interrelationship among foreign presence, domestic sales and export intensity in Chinese manufacturing industries","Sun, Sizhong; Anwar, Sajid",2016,APPLIED ECONOMICS,10.1080/00036846.2015.1122733,crossref_score=81,Sun_2016,,,,,,,,,,,,,3,,,,,,,,
521,An empirical analysis and extension of internalization theory in emerging markets: The role of firm-specific assets and asset dispersion in the multinationality-performance relationship,"Kirca, Ahmet H.; Fernandez, Whitney Dougla; Kundu, Sumit K.",2016,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2016.03.003,crossref_score=88,Kirca_2016,,,,,,,,,,,,,3,,,,,,,,
522,The Corporate Social Performance of Developing Country Multinationals,"Zyglidopoulos, Stelios; Williamson, Peter; Symeou, Pavlos",2016,BUSINESS ETHICS QUARTERLY,10.1017/beq.2016.41,crossref_score=61,Zyglidopoulos_2016,,,,,,,,,,,,,3,,,,,,,,
523,Internationalization and hotel performance: The missing pieces,"Assaf, A. George; Josiassen, Alexander; Oh, Haemoon",2016,TOURISM ECONOMICS,,crossref_no_match,Assaf_2016,,,,,,,,,,,,,3,,,,,,,,
524,Perspectives on strategic internationalization: Developing capabilities for renewal,"Riviere, Monica; Suder, Gabriele",2016,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2015.10.004,crossref_score=65,Riviere_2016,,,,,,,,,,,,,3,,,,,,,,
525,Rethinking the Literature on the Performance of Chinese Multinational Enterprises,"Rugman, Alan M.; Nguyen, Quyen T. K.; Wei, Ziyi",2016,MANAGEMENT AND ORGANIZATION REVIEW,,crossref_no_match,Rugman_2016,,,,,,,,,,,,,3,,,,,,,,
526,"International intensity, diversity, and distance: Unpacking the internationalization-performance relationship","Miller, Stewart R.; Lavie, Dovev; Delios, Andrew",2016,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2015.12.003,crossref_score=64,Miller_2016,,,,,,,,,,,,,3,,,,,,,,
527,The OFDI patterns and firm performance of Chinese firms: The moderating effects of multinationality strategy and external factors,"Clegg, Jeremy; Lin, Hsin Mei; Voss, Hinrich; Yen, I-Fan; Shih, Yi Tien",2016,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2016.01.010,crossref_score=78,Clegg_2016,,,,,,,,,,,,,3,,,,,,,,
528,Capital structure and internationalization: The case of Portuguese industrial SMEs,"Pacheco, Luis",2016,RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE,10.1016/j.ribaf.2016.07.014,crossref_score=62,Pacheco_2016,,,,,,,,,,,,,3,,,,,,,,
529,The impact of industry characteristics on firms' export intensity,"Reis, Joana; Forte, Rosa",2016,INTERNATIONAL AREA STUDIES REVIEW,,crossref_no_match,Reis_2016,,,,,,,,,,,,,3,,,,,,,,
530,Does policy reform promote FDI in developing economies? a firm-level simulation approach,"Tanaka, Kiyoyasu; Arita, Shawn",2016,JOURNAL OF ECONOMIC POLICY REFORM,10.1080/17487870.2015.1100083,crossref_score=77,Tanaka_2016,,,,,,,,,,,,,3,,,,,,,,
531,The Institutional Influence on the Location Strategies of Multinational Enterprises from Emerging Economies: Evidence from China's Cross-border Mergers and Acquisitions,"Buckley, Peter J.; Yu, Pei; Liu, Qing; Munjal, Surender; Tao, Pan",2016,MANAGEMENT AND ORGANIZATION REVIEW,10.1017/mor.2016.21,crossref_score=84,Buckley_2016,,,,,,,,,,,,,3,,,,,,,,
532,Innovation and experiential knowledge in firm exports: Applying the initial U-model,"Geldres-Weiss, Valeska V.; Uribe-Borquez, Claudina T.; Coudounaris, Dafnis N.; Monreal-Perez, Joaquin",2016,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2016.04.083,crossref_score=72,GeldresWeiss_2016,,,,,,,,,,,,,3,,,,,,,,
533,Exports and Participation in CDM in Technology Intensive Industries in India,"Sahu, Santosh Kumar; Narayanan, K.",2016,"GLOBALIZATION OF INDIAN INDUSTRIES: PRODUCTIVITY, EXPORTS AND INVESTMENT",10.1007/978-981-10-0083-6_6,crossref_score=65,Sahu_2016,,,,,,,,,,,,,3,,,,,,,,
534,EO-Performance relationships in Reverse Internationalization by Chinese Global Startup OEMs: Social Networks and Strategic Flexibility,"Chin, Tachia; Tsai, Sang-Bing; Fang, Kai; Zhu, Wenzhong; Yang, Dongjin; Liu, Ren-huai; Tsuei, Richard Ting Chang",2016,PLOS ONE,10.1371/journal.pone.0162175,crossref_score=89,Chin_2016,,,,,,,,,,,,,3,,,,,,,,
535,How does the geographic export diversification-performance relationship vary at different levels of export intensity?,"Boehe, Dirk Michael; Jimenez, Alfredo",2016,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2016.03.011,crossref_score=96,Boehe_2016,,,,,,,,,,,,,3,,,,,,,,
