seq,title,decision,reason,has_abstract
1673,Going global: Factors influencing the internationalization of the internal audit,UNSURE,auto:insufficient_evidence,N
1676,Does organizational learning differ in manufacturing and service firms? Evidence,UNSURE,auto:insufficient_evidence,Y
1678,International R&D teams: Performance effects and the moderating role of technolo,Y,"auto_abstract:quantitative_method,quantitative_stat",Y
1682,"One country, many industries: Heterogeneity of Chinese OFDI motivations at meso ",UNSURE,auto:insufficient_evidence,N
1683,Which export channels provide real options to SMEs?,UNSURE,auto:insufficient_evidence,Y
1684,Gaijin invasion? A resource dependence perspective on foreign ownership and fore,UNSURE,auto:insufficient_evidence,N
1685,"Examining antecedents, consequences, and contingencies of proactive environmenta",UNSURE,auto:insufficient_evidence,N
1687,The role of the SDGs as enhancers of the performance of Spanish wine cooperative,UNSURE,auto:insufficient_evidence,N
1688,"Top management team heterogeneity, corporate social responsibility and firm risk",Y,"auto_abstract:quantitative_method,quantitative_stat,ip_performance",Y
1689,The Internationalization and Voluntary Adoption of International Accounting Stan,UNSURE,auto:insufficient_evidence,N
1690,Connecting the Dots: Exploring the Knowledge-based Antecedents of SMEs' Profitab,UNSURE,auto:insufficient_evidence,Y
1691,"Social capital and internationalization of family SMEs in Campeche, Mexico: a qu",UNSURE,auto:insufficient_evidence,N
1694,Examining the determinants of small firms' performance in India,UNSURE,auto:insufficient_evidence,N
1695,Leveraging the benefits of location decisions into performance: A global view fr,UNSURE,auto:insufficient_evidence,N
1699,CEO Foreign Experience and Green Innovation: Evidence from China,UNSURE,auto:insufficient_evidence,N
1701,China's new research evaluation policy: Evidence from economics faculty of Elite,UNSURE,auto:insufficient_evidence,N
1702,Intermediary Management and Employee Corporate Culture Identification Mediation ,UNSURE,auto:insufficient_evidence,Y
1703,Sustaining superior international performance: Strategic orientations and dynami,UNSURE,auto:insufficient_evidence,Y
1704,"Regional development, innovation systems and service companies' performance",UNSURE,auto:insufficient_evidence,N
1705,"Role of educational, regional and religious attributes of CEOs in performance of",Y,"auto_abstract:quantitative_method,quantitative_stat,ip_performance",Y
1707,The coevolution of international scope and technological knowledge in MNCs,UNSURE,auto:insufficient_evidence,N
1708,Impact of knowledge-based capital on firm productivity: The contingent effect of,UNSURE,auto:insufficient_evidence,N
1711,Knowledge assets for internationalization strategy proposal,UNSURE,auto:insufficient_evidence,N
1712,CHINESE FOREIGN TRANSACTIONS: WHAT GETS THEM IN TROUBLE?,UNSURE,auto:insufficient_evidence,Y
1713,Innovation Promoter or Inhibitor? Non-Family CEO's Effect on Innovation in Famil,UNSURE,auto:insufficient_evidence,N
1715,Effect of buyer dependency of subcontracting SMEs on R&D investment,UNSURE,auto:insufficient_evidence,N
1716,Does entrepreneurial orientation encourage Pakistani SMEs to participate in Chin,UNSURE,auto:insufficient_evidence,N
1717,Dual institutional embeddedness and home country CSR Engagement: Evidence from I,UNSURE,auto:insufficient_evidence,N
1718,Exploratory and Exploitative Internationalization: Effects of Social Capital Ant,UNSURE,auto:insufficient_evidence,Y
1725,Does internationalization encourage state-owned enterprises to utilize subsidies,Y,"auto_abstract:quantitative_method,quantitative_stat",Y
1726,Innovation adaptation and post-entry growth in international new ventures,UNSURE,auto:insufficient_evidence,N
1729,Internationalization pathways of Chinese private firms: A closer look at firm-sp,UNSURE,auto:insufficient_evidence,N
1730,Home country learning and international expansion of emerging market multination,UNSURE,auto:insufficient_evidence,N
1731,The impact of home and host country institutional development on multinationals',UNSURE,auto:insufficient_evidence,N
1734,"Are institutional investors ""in love"" with the sustainable development goals? Un",UNSURE,auto:insufficient_evidence,N
1735,The role of human capital in the foreign market performance of US SMEs: does own,UNSURE,auto:insufficient_evidence,Y
1736,Leadership in internationalization strategies,UNSURE,auto:insufficient_evidence,Y
1740,Multinational enterprises' internationalization and adoption of sustainable deve,Y,"auto_abstract:quantitative_method,quantitative_stat",Y
1741,Dealing with the tensions between innovation and internationalization in SMEs: A,UNSURE,auto:insufficient_evidence,N
1743,The drivers of successful regional expansion: evidence from multinational corpor,UNSURE,auto:insufficient_evidence,N
1745,Network exploration and exploitation capabilities and foreign market knowledge: ,UNSURE,auto:insufficient_evidence,N
1746,Capital flight for family? Exploring the moderating effects of social connection,UNSURE,auto:insufficient_evidence,N
1751,Toward a more in-depth measurement of cultural distance: A re-evaluation of the ,UNSURE,auto:insufficient_evidence,Y
1752,Belt and Road Initiative and OFDI from China: the paradox of home country instit,UNSURE,auto:insufficient_evidence,Y
1754,The Influence of Top Management Team Human Capital on Sustainable Business Growt,UNSURE,auto:insufficient_evidence,Y
1755,"Cross-border mergers and acquisitions, regional cultural diversity and acquirers",UNSURE,auto:insufficient_evidence,N
1758,MNE dynamic capabilities in (un)related diversification,UNSURE,auto:insufficient_evidence,N
1759,Does environmental information disclosure increase firm exports?,UNSURE,auto:insufficient_evidence,N
1761,"Raising or folding the bet? Institutional dynamics, family involvement, and the ",UNSURE,auto:insufficient_evidence,Y
1762,"Learning, foreign operations and operating performance",UNSURE,auto:insufficient_evidence,N
1764,Exports and outward FDI as drivers of eco-innovations. An analysis based on Span,UNSURE,auto:insufficient_evidence,N
1766,Financial performance and global start-ups: the impact of knowledge management p,UNSURE,auto:insufficient_evidence,N
1769,The internationalization of Australian innovative small-to-medium enterprises ut,UNSURE,auto:insufficient_evidence,Y
1770,Examining the evolution of emerging market multinational enterprises? competitiv,UNSURE,auto:insufficient_evidence,N
1775,Foreign ownership and firm performance in Sub-Saharan Africa,UNSURE,auto:insufficient_evidence,N
1778,Cultural distance and post-acquisition performance: the role of absorptive capac,UNSURE,auto:insufficient_evidence,N
1779,Exploring the synergy between R&D and advertising and firm performance: a neural,UNSURE,auto:insufficient_evidence,N
1780,The affecting factors of small and medium enterprise performance,UNSURE,auto:insufficient_evidence,N
1781,Legacy of ideology: The enduring effect of CEOs? socialist ideological imprint o,UNSURE,auto:insufficient_evidence,N
1782,Organizational goals and resource allocation to overseas foreign direct investme,UNSURE,auto:insufficient_evidence,N
1783,How does firms' broadband adoption affect regional TFP in Italy?,UNSURE,auto:insufficient_evidence,Y
1784,Distant but Close in Sight: Firm-level Evidence on French-German Productivity Ga,UNSURE,auto:insufficient_evidence,N
1785,"Local corruption, total factor productivity and firm heterogeneity: Empirical ev",UNSURE,auto:insufficient_evidence,N
1786,The interface of market and nonmarket strategies: Political ties and strategic c,UNSURE,auto:insufficient_evidence,N
1788,The Development of Corporate Entrepreneurship among Emerging Economy SMEs: Insig,UNSURE,auto:insufficient_evidence,Y
1791,The Moderating Effects of Host Country Governance and Trade Openness on the Rela,Y,"auto_abstract:quantitative_stat,ip_performance",Y
1792,The role of intellectual capital and service agility in banking service provisio,UNSURE,auto:insufficient_evidence,Y
1795,How Social Network Influences the Growth of Entrepreneurial Enterprises: Perspec,UNSURE,auto:insufficient_evidence,Y
1798,The Impact of Directors' Foreign Experience on Environmental Information Disclos,UNSURE,auto:insufficient_evidence,Y
1799,Does China's direct investment in ASEAN have institutional preference from the p,UNSURE,auto:insufficient_evidence,N
1800,FDI as a key form of economies' internationalization,UNSURE,auto:insufficient_evidence,N
1806,Home country (in)stability and the locational portfolio construction of emerging,UNSURE,auto:insufficient_evidence,Y
1807,An empirical analysis of the profitability of backshoring initiatives to Europe,UNSURE,auto:insufficient_evidence,Y
1809,The Effect of International Diversification on Sustainable Development: The Medi,UNSURE,auto:insufficient_evidence,Y
1810,"Government policy, filial piety, and foreign direct investment",UNSURE,auto:insufficient_evidence,Y
1811,Supplementary and Complementary Congruence at the Apex of the Organization: Mana,UNSURE,auto:insufficient_evidence,N
1813,"CEO gender, institutional context and firm exports",UNSURE,auto:insufficient_evidence,N
1814,Staying in or stepping out? Growth strategies of second-generation immigrant ent,UNSURE,auto:insufficient_evidence,Y
1816,The effects of home country political risk and uncertainty on the financial perf,Y,"auto_abstract:quantitative_stat,ip_performance",Y
1819,The role of slack resources and managerial capabilities in early and late intern,UNSURE,auto:insufficient_evidence,N
1820,How do non-economic goals and priorities affect family firm's propensity to inno,UNSURE,auto:insufficient_evidence,N
1822,Internationalization of hybrid state-owned enterprises from emerging markets: In,UNSURE,auto:insufficient_evidence,N
1824,Firm R&D investment and export market exposure,UNSURE,auto:insufficient_evidence,N
1831,Information security and value creation: The performance implications of ISO/IEC,UNSURE,auto:insufficient_evidence,N
1835,An empirical investigation of unique traits of retailing industry in emerging ec,UNSURE,auto:insufficient_evidence,N
1837,Human Resource Management Practices of Foreign Manufacturing Companies in Bangla,UNSURE,auto:insufficient_evidence,Y
1838,Prospects for improving shipping companies? profit margins by quantifying operat,UNSURE,auto:insufficient_evidence,N
1840,"Growth, agglomeration externalities, and survival: Evidence from Chinese manufac",UNSURE,auto:insufficient_evidence,N
1841,International business research: The real challenges are data and theory,UNSURE,auto:insufficient_evidence,Y
1844,Reshaping Internationalization Strategy and Control for Global E-Commerce and Di,UNSURE,auto:insufficient_evidence,Y
1845,Incubator role of foreign venture capital: evidence from overseas listing of ent,Y,"auto_abstract:quantitative_stat,ip_performance",Y
1846,"In pursuit of diversification opportunities, efficiency, and revenue diversifica",UNSURE,auto:insufficient_evidence,Y
1847,Determinants factors of the performance of metallurgical companies in Northern P,UNSURE,auto:insufficient_evidence,Y
1848,Reverse Efficiency Spillovers from Host Country Banks to Foreign Banks: Evidence,UNSURE,auto:insufficient_evidence,N
1851,Do interlocks by different types of directors affect the nature of international,UNSURE,auto:insufficient_evidence,N
