seq,priority,doi_available,source,year,authors,title,journal,doi,icrv,cdai,dpl,doi_type,fp_type,n,r,notes,extraction_status,abstract,prescreen_flag,prescreen_reason,prescreen_icrv,prescreen_doi_type,prescreen_fp_type
308,Medium,Y,,2015,"Faroque, Anisur R.; Takahashi, Yoshi",Export marketing assistance and early internationalizing firm performance Does export commitment matter?,ASIA PACIFIC JOURNAL OF MARKETING AND LOGISTICS,10.1108/apjml-03-2014-0045,2,,3,EXP,firm_performance,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed; icrv_auto:inferred:journal:AsiaPacific; doi_type_auto:Exporting / export activity,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:internationalization|firm-performance,,other,firm_performance
309,Medium,Y,,2015,"Childs, Michelle L.; Jin, Byoungho",Firm factors that influence internationalisation and subsequent financial performance of fashion retailers,JOURNAL OF SERVICE THEORY AND PRACTICE,10.1108/jstp-09-2013-0204,MX,,3,other,financial_perf,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:internationalization|financial-perf,,other,financial_perf
310,Medium,Y,,2015,"Majocchi, Antonio; Dalla Valle, Luciana; D'Angelo, Alfredo","Internationalisation, cultural distance and country characteristics: a Bayesian analysis of SMEs financial performance",JOURNAL OF BUSINESS ECONOMICS AND MANAGEMENT,10.3846/16111699.2012.720600,MX,,3,other,financial_perf,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:internationalization|financial-perf,,other,financial_perf
311,Medium,Y,,2015,"De Noni, Ivan; Apa, Roberta",The moderating effect of exploitative and exploratory learning on internationalisation-performance relationship in SMEs,JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP,10.1007/s10843-015-0148-6,MX,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:internationalization,,other,
312,Medium,Y,,2015,"Buchelt, Beata",Performance management in Polish companies internationalizing their market activities,INTERNATIONAL JOURNAL OF HUMAN RESOURCE MANAGEMENT,10.1080/09585192.2015.1041758,3,L,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:internationalization,3,other,
313,Medium,Y,,2015,"Lu, Jane Wenzhen; Liang, Xueji; Shan, Mengmeng; Liang, Xiaoya",Internationalization and Performance of Chinese Family Firms: The Moderating Role of Corporate Governance,MANAGEMENT AND ORGANIZATION REVIEW,10.1017/mor.2015.32,2,L,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:internationalization,2,other,
314,Medium,Y,,2015,"Buigues, Pierre-Andre; Lacoste, Denis; Lavigne, Stephanie",When over internationalized companies reduce their international footprint,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2015.04.006,I,,3,,,,,,AUTO-CODED FROM UNSURE-R4; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:internationalization,,other,
315,Medium,Y,,2015,"Moral-Pajares, Encarnacion; Mozas-Moral, Adoracion; Bernal-Jurado, Enrique; Jesus Medina-Viruel, Miguel",Efficiency and exports: Evidence from Southern European companies,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2015.01.042,,,3,,,,,,AUTO-CODED FROM UNSURE-R5; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:exports→efficiency-as-perf,,,
316,Medium,Y,,2014,"Yeoh, Poh-Lin","Internationalization and Performance Outcomes of Entrepreneurial Family SMEs: The Role of Outside CEOs, Technology Sourcing, and Innovation",THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,10.1002/tie.21597,I,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:internationalization,,other,
317,Medium,Y,,2014,"Chen, Yan; Jiang, Yiwei; Wang, Chengqi; Hsu, Wen Chung",How do resources and diversification strategy explain the performance consequences of internationalization?,MANAGEMENT DECISION,10.1108/md-10-2013-0527,MX,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:internationalization,,other,
318,Medium,Y,,2014,"Buch, Claudia M.; Koch, Catherine T.; Koetter, Michael",Should I stay or should I go? Bank productivity and internationalization decisions,JOURNAL OF BANKING & FINANCE,10.1016/j.jbankfin.2014.02.003,MX,,3,other,Productivity,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:internationalization|export-productivity,,other,
319,Medium,Y,,2014,"Lin, Wen-Ting",How do managers decide on internationalization processes? The role of organizational slack and performance feedback,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2013.08.001,I,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:internationalization,,other,
320,Medium,Y,,2014,"Lyles, Marjorie; Li, Dan; Yan, Haifeng",Chinese Outward Foreign Direct Investment Performance: The Role of Learning,MANAGEMENT AND ORGANIZATION REVIEW,10.1017/s1740877600004381,2,L,3,FDI,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:FDI,2,FDI,
321,Medium,Y,,2014,"Cincera, Michele; Ravet, Julien","Globalisation, industrial diversification and productivity growth in large European R&D companies",JOURNAL OF PRODUCTIVITY ANALYSIS,10.1007/s11123-012-0315-x,MX,,3,,LAB,NR,NR,,AUTO-CODED FROM UNSURE-R2; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:globalisation→productivity-growth,,,
322,Medium,Y,,2014,"Ma, Xufei; Yiu, Daphne W.; Zhou, Nan","Facing global economic crisis: Foreign sales, ownership groups, and corporate value",JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2013.02.002,I,,3,,,,,,AUTO-CODED FROM UNSURE-R3; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:foreign-sales→corporate-value,,,
323,Medium,Y,,2014,"Ataullah, Ali; Le, Hang; Sahota, Amandeep S.","EMPLOYEE PRODUCTIVITY, EMPLOYMENT GROWTH, AND THE CROSS-BORDER ACQUISITIONS BY EMERGING MARKET FIRMS",HUMAN RESOURCE MANAGEMENT,10.1002/hrm.21619,MX,,3,,LAB,,,,AUTO-CODED FROM UNSURE-R3; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:cross-border-acquisition→employee-productivity,2,,
324,Medium,Y,,2013,"Hsu, Wen-Tsung; Chen, Hsiang-Lan; Cheng, Chia-Yi",Internationalization and firm performance of SMEs: The moderating effects of CEO attributes,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2012.06.001,I,,3,other,firm_performance,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:internationalization|firm-performance,,other,firm_performance
325,Medium,Y,,2013,"Xiao, Simon Shufeng; Jeong, Insik; Moon, Jon Jungbien; Chung, Chris Changwha; Chung, Jaiho",Internationalization and Performance of Firms in China: Moderating Effects of Governance Structure and the Degree of Centralized Control,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2012.12.003,2,L,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:internationalization,2,other,
326,Medium,Y,,2013,"Iona, Alfonsina; Leonida, Leone; Navarra, Pietro","BUSINESS GROUP AFFILIATION, INNOVATION, INTERNATIONALIZATION, AND PERFORMANCE: A SEMIPARAMETRIC ANALYSIS",GLOBAL STRATEGY JOURNAL,10.1111/j.2042-5805.2013.01060.x,MX,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:internationalization,,other,
327,Medium,Y,,2013,"Mazur, Jolanta; Zaborek, Piotr","Exploring links between cooperation, internationalization and profitability: a study of Polish manufacturing companies",INTERNATIONAL JOURNAL OF MANAGEMENT AND ECONOMICS,10.2478/ijme-2014-0020,3,L,3,other,financial_perf,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:internationalization|financial-perf,3,other,financial_perf
328,Medium,Y,,2012,"Wakasugi, Ryuhei; Tanaka, Ayumu",Productivity Heterogeneity and Internationalization: Evidence from Japanese Firms,MILLENNIAL ASIA,10.1177/097639961200300103,1,L,3,other,Productivity,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:internationalization|export-productivity,1,other,
329,Medium,Y,,2012,"Liu, Yunshi; Yu, Hui-Yun; Valenti, M. Alix","Presuccession Performance, CEO Succession, Top Management Team, and Change in a Firm's Internationalization: The Moderating Effect of CEO/Chairperson Dissimilarity",CANADIAN JOURNAL OF ADMINISTRATIVE SCIENCES-REVUE CANADIENNE DES SCIENCES DE L ADMINISTRATION,10.1002/cjas.196,1,L,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed; icrv_auto:country:canada,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:internationalization,,other,
330,Medium,Y,,2012,"LiPuma, Joseph A.",Internationalization and the IPO performance of new ventures,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2011.05.007,MX,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:internationalization,,other,
331,Medium,Y,,2012,"Ferrante, Maria Rosaria; Freo, Marzia",The Total Factor Productivity Gap between Internationalised and Domestic Firms: Net Premium or Heterogeneity Effect?,WORLD ECONOMY,10.1111/j.1467-9701.2011.01415.x,MX,,3,other,TFP,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:internationalization|productivity|export-productivity,,other,TFP
332,Medium,Y,,2012,"Li, Lee; Qian, Gongming; Qian, Zhengming","Early internationalization and performance of small high-tech ""born-globals""",INTERNATIONAL MARKETING REVIEW,10.1108/02651331211260377,MX,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:internationalization,,other,
333,Medium,Y,,2012,"Chongvilaivan, Aekapol","Learning by exporting and high-tech capital deepening in Singapore manufacturing industries, 1974-2006",APPLIED ECONOMICS,10.1080/00036846.2011.566184,1,H,3,,,NR,NR,,AUTO-CODED FROM UNSURE-R2; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:exporter|export-productivity,5,,
334,Medium,Y,,2012,"Dau, Luis Alfonso",PRO-MARKET REFORMS AND DEVELOPING COUNTRY MULTINATIONAL CORPORATIONS,GLOBAL STRATEGY JOURNAL,10.1111/j.2042-5805.2012.01033.x,MX,,3,,,,,,AUTO-CODED FROM UNSURE-R3; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:MNE,,other,
335,Medium,Y,,2011,"Hagemejer, Jan; Kolasa, Marcin",Internationalisation and Economic Performance of Enterprises: Evidence from Polish Firm-level Data,WORLD ECONOMY,10.1111/j.1467-9701.2010.01294.x,3,L,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:internationalization,3,other,
336,Medium,Y,,2011,"Jean, Ruey-Jer Bryan; Tan, Danchi; Sinkovics, Rudolf R.","Ethnic ties, location choice, and firm performance in foreign direct investment: A study of Taiwanese business groups FDI in China",INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2011.02.012,1,,3,FDI,firm_performance,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:FDI|firm-performance,1,FDI,firm_performance
337,Medium,Y,,2011,"Leonidou, Leonidas C.; Palihawadana, Dayananda; Theodosiou, Marios","National Export-Promotion Programs as Drivers of Organizational Resources and Capabilities: Effects on Strategy, Competitive Advantage, and Performance",JOURNAL OF INTERNATIONAL MARKETING,10.1108/sd.2011.05627jaa.003,I,,3,,,NR,NR,,AUTO-CODED FROM UNSURE-R2; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:export-promotion→capabilities-performance,,,
338,Medium,Y,,2011,"Schueffel, Patrick; Amann, Wolfgang; Herbolzheimer, Emilio",Internationalization of new ventures: tests of growth and survival,MULTINATIONAL BUSINESS REVIEW,10.1108/15253831111190199,MX,,3,,SURV,,,,AUTO-CODED FROM UNSURE-R3; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:internationalization|MNE,,other,
339,Medium,Y,,2011,"Giovannetti, Giorgia; Ricchiuti, Giorgio; Velucchi, Margherita","Size, innovation and internationalization: a survival analysis of Italian firms",APPLIED ECONOMICS,10.1080/00036840802600566,I,,3,,SURV,,,,AUTO-CODED FROM UNSURE-R3; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:internationalization,,other,
340,Medium,Y,,2010,"Musteen, Martina; Francis, John; Datta, Deepak K.",The influence of international networks on internationalization speed and performance: A study of Czech SMEs,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2009.12.003,3,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:internationalization,3,other,
341,Medium,Y,,2010,"Outreville, J. Francois","Internationalization, Performance and Volatility: The World Largest Financial Groups",JOURNAL OF FINANCIAL SERVICES RESEARCH,10.1007/s10693-010-0090-7,MX,,3,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:internationalization,,other,
342,Medium,Y,,2009,"Vaatanen, Juha; Podmetina, Daria; Pillania, Rajesh K.",Internationalization and Company Performance: A Study of Emerging Russian Multinationals,MULTINATIONAL BUSINESS REVIEW,10.1108/1525383x200900014,2,,2,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:internationalization|MNE,2,other,
343,Medium,Y,,2009,"Fryges, Helmut",The export-growth relationship: estimating a dose-response function,APPLIED ECONOMICS LETTERS,10.2139/ssrn.900545,,,2,,GROW,,,,AUTO-CODED FROM UNSURE-R3; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:export→growth-dose-response,,,
344,Medium,Y,,2008,"Chiao, Yu-Ching; Yu, Chow-Ming Joseph; Li, Peng-Yu; Chen, Yi-Chuan","Subsidiary size, internationalization, product diversification, and performance in an emerging market",INTERNATIONAL MARKETING REVIEW,10.1108/02651330810915556,2,,2,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:internationalization,2,other,
345,Medium,Y,,2008,"Kneller, Richard; Pisu, Mauro; Yu, Zhihong",Overseas business costs and firm export performance,CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE,10.1111/j.1540-5982.2008.00480.x,MX,,2,EXP,EXP,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:unsure-resolved-Y; doi_type_auto:EXP; fp_type_auto:EXP,AUTO-CODED FROM UNSURE-RESOLVED TITLE; NEEDS FULL-TEXT VERIFICATION,,N,EXCL-DV:firm-export-performance-as-DV,,,
346,Medium,Y,,2008,"Fryges, Helmut; Wagner, Joachim",Exports and Productivity Growth: First Evidence from a Continuous Treatment Approach,REVIEW OF WORLD ECONOMICS,10.2139/ssrn.989931,MX,,2,,LAB,NR,NR,,AUTO-CODED FROM UNSURE-R2; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:export-productivity,,,
347,Medium,Y,,2007,"Fortanier, Fabienne; Muller, Alan; van Tulder, Rob",INTERNATIONALIZATION AND PERFORMANCE: THE MODERATING ROLE OF STRATEGIC FIT,REGIONAL ASPECTS OF MULTINATIONALITY AND PERFORMANCE,10.1016/s1064-4857(07)13008-4,MX,,2,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:internationalization|MNE,,other,
348,Medium,Y,,2007,"Castellani, Davide; Zanfei, Antonello","Internationalisation, innovation and productivity: How do firms differ in Italy?",WORLD ECONOMY,10.1111/j.1467-9701.2007.00875.x,1,L,2,other,Productivity,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed; icrv_auto:country:italy,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:internationalization|export-productivity,,other,
349,Medium,Y,,2006,"Chiao, Yu-Ching; Yang, Kuo-Pin; Yu, Chwo-Ming Joseph","Performance, internationalization, and firm-specific advantages of SMEs in a newly-industrialized economy",SMALL BUSINESS ECONOMICS,10.1007/s11187-005-5604-6,MX,,2,other,TBD,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:internationalization,,other,
350,Medium,Y,,2005,"Yu, CMJ; Chiao, YC; Chen, CJ",The impact of internationalisation and proprietary assets on firm performance: an empirical analysis of Taiwanese high-tech firms,INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT,10.1504/ijtm.2005.006007,1,L,2,other,firm_performance,NR - extract from sample section/table,NR - full-text/statistical table needed,L2:title-I+P-confirmed,AUTO-CODED FROM METADATA; NEEDS FULL-TEXT VERIFICATION,,Y,INCL:internationalization|firm-performance,1,other,firm_performance
