seq,priority,doi_available,source,year,authors,title,journal,doi,access_link,icrv,cdai,dpl,doi_type,fp_type,country,n,r,coding_warning,notes,extracted
720,Medium,Y,original,2009,"Vaatanen, Juha; Podmetina, Daria; Pillania, Rajesh K.",Internationalization and Company Performance: A Study of Emerging Russian Multinationals,MULTINATIONAL BUSINESS REVIEW,10.1108/1525383x200900014,https://doi.org/10.1108/1525383x200900014,2,,2,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
738,Medium,Y,original,2008,"Chiao, Yu-Ching; Yu, Chow-Ming Joseph; Li, Peng-Yu; Chen, Yi-Chuan","Subsidiary size, internationalization, product diversification, and performance in an emerging market",INTERNATIONAL MARKETING REVIEW,10.1108/02651330810915556,https://doi.org/10.1108/02651330810915556,2,,2,other,TBD,Emerging economies,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
909,Medium,Y,original,2008,"Kneller, Richard; Pisu, Mauro; Yu, Zhihong",Overseas business costs and firm export performance,CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE,10.1111/j.1540-5982.2008.00480.x,https://doi.org/10.1111/j.1540-5982.2008.00480.x,,,2,EXP,EXP,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; cdai not inferable; sample size missing; effect size missing,L2:unsure-resolved-Y; doi_type_auto:EXP; fp_type_auto:EXP,
751,Medium,Y,original,2007,"Fortanier, Fabienne; Muller, Alan; van Tulder, Rob",INTERNATIONALIZATION AND PERFORMANCE: THE MODERATING ROLE OF STRATEGIC FIT,REGIONAL ASPECTS OF MULTINATIONALITY AND PERFORMANCE,10.1016/s1064-4857(07)13008-4,https://doi.org/10.1016/s1064-4857(07)13008-4,,,2,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
753,Medium,Y,original,2007,"Castellani, Davide; Zanfei, Antonello","Internationalisation, innovation and productivity: How do firms differ in Italy?",WORLD ECONOMY,10.1111/j.1467-9701.2007.00875.x,https://doi.org/10.1111/j.1467-9701.2007.00875.x,1,L,2,other,Productivity,Italy,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed; icrv_auto:country:italy,
759,Medium,Y,original,2006,"Chiao, Yu-Ching; Yang, Kuo-Pin; Yu, Chwo-Ming Joseph","Performance, internationalization, and firm-specific advantages of SMEs in a newly-industrialized economy",SMALL BUSINESS ECONOMICS,10.1007/s11187-005-5604-6,https://doi.org/10.1007/s11187-005-5604-6,,,2,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
760,Medium,Y,original,2005,"Yu, CMJ; Chiao, YC; Chen, CJ",The impact of internationalisation and proprietary assets on firm performance: an empirical analysis of Taiwanese high-tech firms,INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT,10.1504/ijtm.2005.006007,https://doi.org/10.1504/ijtm.2005.006007,1,L,2,other,firm_performance,Taiwan,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
762,Medium,Y,original,2005,"Gerpott, TJ; Jakopin, NM",The degree of internationalization and the financial performance of European mobile network operators,TELECOMMUNICATIONS POLICY,10.1016/j.telpol.2005.06.003,https://doi.org/10.1016/j.telpol.2005.06.003,1,M,2,DOI,financial_perf,Europe,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed; icrv_auto:country:europe,
910,Medium,Y,original,2005,"Rasiah, Rajah; Gachino, Geoffrey",Are Foreign Firms More Productive and Export- and Technology-intensive than Local Firms in Kenyan Manufacturing?,OXFORD DEVELOPMENT STUDIES,10.1080/13600810500137855,https://doi.org/10.1080/13600810500137855,,L,2,,,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:unsure-resolved-Y; cdai_auto:L,
763,Medium,Y,original,2004,"Yeoh, PL",International learning: antecedents and performance implications among newly internationalizing companies in an exporting context,INTERNATIONAL MARKETING REVIEW,10.1108/02651330410547171,https://doi.org/10.1108/02651330410547171,,,2,EXP,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed; doi_type_auto:Exporting / export activity,
767,Medium,Y,original,2004,"Merino, F",Firms' productivity and internationalization: a statistical dominance test,APPLIED ECONOMICS LETTERS,10.1080/1350485042000254890,https://doi.org/10.1080/1350485042000254890,,,2,other,Productivity,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
787,Medium,N,original,2026,"Akkus, Guzin Emel; Yalabitorkaman, Deniz",Exploring the Factors Influencing the Export Performance of Manufacturing SMEs in Turkiye,JOURNAL OF ECONOMIC POLICY RESEARCHES-IKTISAT POLITIKASI ARASTIRMALARI DERGISI,,,,,3,EXP,EXP,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; cdai not inferable; sample size missing; effect size missing,L2:unsure-resolved-Y; doi_type_auto:EXP; fp_type_auto:EXP,
789,Medium,N,original,2026,"Kim, Minjung",Heterogeneous effects of internal and external R&D on export performance by industry technology level,APPLIED ECONOMICS,,,,,3,EXP,EXP,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; cdai not inferable; sample size missing; effect size missing,L2:unsure-resolved-Y; doi_type_auto:EXP; fp_type_auto:EXP,
31,Medium,N,original,2025,"Li, Qianwen",The effect of ESG performance on enterprises' internationalization : from the perspective of cooperative research and development,APPLIED ECONOMICS LETTERS,,https://scholar.google.com/scholar?q=The+effect+of+ESG+performance+on+enterprises'+internationalization+:+from+the+perspective+of+cooperative+research+and+development,,,3,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
55,Medium,N,original,2025,"Wang, Ziyi; Fang, Xiuyuan; Li, Yuanxu",Internationalization rhythm and corporate innovation performance in an emerging market,MANAGEMENT DECISION,,https://scholar.google.com/scholar?q=Internationalization+rhythm+and+corporate+innovation+performance+in+an+emerging+market,2,,3,other,TBD,Emerging economies,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
85,Medium,N,original,2025,"Rozanski, Jerzy; Lopez-Morales, Jose Satsumi; Bogolebska, Justyna",Internationalisation and the Financial Performance of Companies,FOLIA OECONOMICA STETINENSIA,,https://scholar.google.com/scholar?q=Internationalisation+and+the+Financial+Performance+of+Companies,,,3,other,financial_perf,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
792,Medium,N,original,2025,"Salmeron, Jose Pinera; Valle, Raquel Sanz; Molina-Castillo, Francisco-Jose","Beyond borders: Unraveling the tapestry of export performance through business model innovation, open innovation, and organisational agility",TECHNOVATION,,,,,3,EXP,EXP,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; cdai not inferable; sample size missing; effect size missing,L2:unsure-resolved-Y; doi_type_auto:EXP; fp_type_auto:EXP,
794,Medium,N,original,2025,"Zhang, Dengjun; Affuso, Ermanno; Buleca, Jan; Toth, Peter; Pandey, Rudresh","Relationship Among R&D, Productivity, and Firm Exports: The Moderating Role of Credit Constraints",STUDIES IN BUSINESS AND ECONOMICS,,,,,3,,,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; cdai not inferable; sample size missing; effect size missing,L2:unsure-resolved-Y,
795,Medium,N,original,2025,"Zhu, Qin; Li, Xin",The impact of enhanced intelligent manufacturing capabilities on a firm's export performance,FINANCE RESEARCH LETTERS,,,,,3,EXP,EXP,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; cdai not inferable; sample size missing; effect size missing,L2:unsure-resolved-Y; doi_type_auto:EXP; fp_type_auto:EXP,
110,Medium,N,original,2024,"Filho, Antonio rodrigues albuquerque; Garcia, E. D. I. T. I. N. E. T. E. ANDRe D. A. R. O. C. H. A.; de Vasconcelos, Alessandra carvalho",THE INFLUENCE OF INTERNATIONALIZATION ON THE FINANCIAL PERFORMANCE OF BRAZILIAN AND EUROPEAN COMPANIES,REVISTA GESTAO ORGANIZACIONAL,,https://scholar.google.com/scholar?q=THE+INFLUENCE+OF+INTERNATIONALIZATION+ON+THE+FINANCIAL+PERFORMANCE+OF+BRAZILIAN+AND+EUROPEAN+COMPANIES,2,,3,other,financial_perf,Brazil; Europe,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
112,Medium,N,original,2024,"Civelek, Mehmet; Kljucnikov, Aleksandr; Hruska, Roman; Svetlik, Jaroslav; Vavrecka, Vladimir",Global Competitive Strategies: Assessing the Role of Marketing Tools in SME Internationalization and Financial Performance,JOURNAL OF COMPETITIVENESS,,https://scholar.google.com/scholar?q=Global+Competitive+Strategies:+Assessing+the+Role+of+Marketing+Tools+in+SME+Internationalization+and+Financial+Performance,,,3,other,financial_perf,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
128,Medium,N,original,2024,"Andreu, Rosario; Rienda, Laura; Ruiz-Fernandez, Lorena",THE MODERATING EFFECT OF WOMEN MANAGERS IN THE INTERNATIONALISATION AND INTELLECTUAL CAPITAL-PERFORMANCE RELATIONSHIP,TRANSFORMATIONS IN BUSINESS & ECONOMICS,,https://scholar.google.com/scholar?q=THE+MODERATING+EFFECT+OF+WOMEN+MANAGERS+IN+THE+INTERNATIONALISATION+AND+INTELLECTUAL+CAPITAL-PERFORMANCE+RELATIONSHIP,,,3,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
138,Medium,N,original,2024,"Wang, Junlin; Kim, Minho; Zhang, Chenyu",The Synergy Effect of Internationalization and R&D Intensity on Firm Performance in Korea: A Perspective Based on Knowledge- Based Theory,JOURNAL OF KOREA TRADE,,https://scholar.google.com/scholar?q=The+Synergy+Effect+of+Internationalization+and+R&D+Intensity+on+Firm+Performance+in+Korea:+A+Perspective+Based+on+Knowledge-+Based+Theory,1,L,3,other,firm_performance,Korea,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
139,Medium,N,original,2024,"Marin, Raquel; Santos-Arteaga, Francisco J.; Tavana, Madjid; Di Caprio, Debora",Productivity Improvements Triggered by Robotization and Internationalization Processes: The Spanish Experience,ARTIFICIAL INTELLIGENCE AND BUSINESS TRANSFORMATION,,https://scholar.google.com/scholar?q=Productivity+Improvements+Triggered+by+Robotization+and+Internationalization+Processes:+The+Spanish+Experience,1,L,3,other,Productivity,Spain,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed; icrv_auto:country:spain,
155,Medium,N,original,2023,"Wu, Renhong; Kim, Minho",Does internationalization matter for corporate social performance of Chinese firms?,JOURNAL OF CORPORATE ACCOUNTING AND FINANCE,,https://scholar.google.com/scholar?q=Does+internationalization+matter+for+corporate+social+performance+of+Chinese+firms?,2,L,3,other,TBD,China,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
176,Medium,N,original,2023,"Likitwongkajon, Napaporn; Vithessonthi, Chaiporn",Internationalization and firm performance,GLOBAL FINANCE JOURNAL,,https://scholar.google.com/scholar?q=Internationalization+and+firm+performance,,,3,other,firm_performance,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
815,Medium,N,original,2023,"Fernandez-Lopez, Sara; Nogueira-Moreiras, Manuel angel; Rodeiro-Pazos, David; Rodriguez-Gulias, Maria Jesus",Exports and firm growth: the moderating effect of innovation,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,,,1,,3,,,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,cdai not inferable; sample size missing; effect size missing,L2:unsure-resolved-Y; icrv_auto:inferred:title:Europe,
200,Medium,N,original,2022,"Ali, Salman; Mathur, Ajeet N.; Jaiswal, Anand Kumar",Antecedents to firm performance during re-internationalization,AUSTRALIAN JOURNAL OF MANAGEMENT,,https://scholar.google.com/scholar?q=Antecedents+to+firm+performance+during+re-internationalization,1,M,3,other,firm_performance,Australia,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
201,Medium,N,original,2022,"Faroquc, Anisur R.; Sultana, Hafiza; Ahmed, Jashim Uddin; Ahmed, Farhad Uddin; Rahman, Mahabubur",The standalone and resource-bundling effects of government and nongovernment institutional support on early internationalizing firms' performance,CRITICAL PERSPECTIVES ON INTERNATIONAL BUSINESS,,https://scholar.google.com/scholar?q=The+standalone+and+resource-bundling+effects+of+government+and+nongovernment+institutional+support+on+early+internationalizing+firms'+performance,,,3,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
