priority_rank,seq,title,authors,year,journal,doi,doi_link,google_scholar,openalex_search,unpaywall_api,pdf_found,pdf_filename,pdf_source,fulltext_screening_decision,exclusion_reason,sample_size_n,model_type,effect_size_type,reported_coefficient,standard_error,t_value,df_for_t,p_value,converted_r,fisher_z,variance_z,performance_measure_guess,internationalization_measure_guess,table_or_page,statistic_location,notes_for_extractor,ready_for_r,doi_status,icrv,prescreen_reason,dpl,fp_type,country_guess,region_guess,internationalization_dimension_guess,performance_category_guess,research_design_guess,fulltext_status,extraction_status,screening_decision_prelim,study_period_start,study_period_end,industry,firm_type,curve_type,moderators,source_url_or_pdf_path,extraction_priority,extracted_by,checked_by,effect_direction,conversion_formula
210,191,The internationalization and performance of INVs: Liability or learning advantages of newness?,"Khatua, Apalak; Mondal, Arindam; Dhanda, Supria",2024,JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP,10.1007/s10843-023-00345-2,https://doi.org/10.1007/s10843-023-00345-2,https://scholar.google.com/scholar?q=The%20internationalization%20and%20performance%20of%20INVs%3A%20Liability%20or%20learning%20advantages%20of%20newness%3F,https://openalex.org/works?search=The%20internationalization%20and%20performance%20of%20INVs%3A%20Liability%20or%20learning%20advantages%20of%20newness%3F,https://api.unpaywall.org/v2/10.1007%2Fs10843-023-00345-2,,,,,,,,,,,,,,,,,Firm performance,Internationalization,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,MX,INCL:internationalization,3,TBD,TO_EXTRACT,TO_EXTRACT,General DOI,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
211,193,Effects of female CEO and female CFO on internationalization and firm performance,"Amin, Ali; Ali, Rizwan; Rehman, Ramiz Ur",2024,CORPORATE GOVERNANCE-THE INTERNATIONAL JOURNAL OF BUSINESS IN SOCIETY,10.1108/cg-12-2022-0512,https://doi.org/10.1108/cg-12-2022-0512,https://scholar.google.com/scholar?q=Effects%20of%20female%20CEO%20and%20female%20CFO%20on%20internationalization%20and%20firm%20performance,https://openalex.org/works?search=Effects%20of%20female%20CEO%20and%20female%20CFO%20on%20internationalization%20and%20firm%20performance,https://api.unpaywall.org/v2/10.1108%2Fcg-12-2022-0512,,,,,,,,,,,,,,,,,Firm performance,Internationalization,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,MX,INCL:internationalization|firm-performance,3,firm_performance,TO_EXTRACT,TO_EXTRACT,General DOI,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
212,195,Internationalization and individual firm performance: a resource-based view,"Arbelo, Antonio; Arbelo-Perez, Marta; Perez-Gomez, Pilar",2024,EURASIAN BUSINESS REVIEW,10.1007/s40821-024-00276-5,https://doi.org/10.1007/s40821-024-00276-5,https://scholar.google.com/scholar?q=Internationalization%20and%20individual%20firm%20performance%3A%20a%20resource-based%20view,https://openalex.org/works?search=Internationalization%20and%20individual%20firm%20performance%3A%20a%20resource-based%20view,https://api.unpaywall.org/v2/10.1007%2Fs40821-024-00276-5,,,,,,,,,,,,,,,,,Firm performance,Internationalization,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,MX,INCL:internationalization|firm-performance,3,firm_performance,TO_EXTRACT,TO_EXTRACT,General DOI,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
213,196,Analysis the nexus between internationalization and financial performance in wine industry: The effect of proactive environmental strategy and eco-innovation,"Carchano, Marcos; Carrasco, Inmaculada; Gonzalez, Angela; Saez-Martinez, Francisco J.",2024,CORPORATE SOCIAL RESPONSIBILITY AND ENVIRONMENTAL MANAGEMENT,10.1002/csr.2894,https://doi.org/10.1002/csr.2894,https://scholar.google.com/scholar?q=Analysis%20the%20nexus%20between%20internationalization%20and%20financial%20performance%20in%20wine%20industry%3A%20The%20effect%20of%20proactive%20environmental%20strategy%20and%20eco-innovation,https://openalex.org/works?search=Analysis%20the%20nexus%20between%20internationalization%20and%20financial%20performance%20in%20wine%20industry%3A%20The%20effect%20of%20proactive%20environmental%20strategy%20and%20eco-innovation,https://api.unpaywall.org/v2/10.1002%2Fcsr.2894,,,,,,,,,,,,,,,,,Innovation/strategic outcome,Internationalization,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,MX,INCL:internationalization|financial-perf,3,financial_perf,TO_EXTRACT,TO_EXTRACT,General DOI,Innovation/other,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
214,198,Role of resource investment management and strategic resource deployment capabilities in internationalization-performance relationship,"Purkayastha, Anish; Karna, Amit; Sharma, Sunil; Bhadra, Dhiman",2024,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2024.101122,https://doi.org/10.1016/j.intman.2024.101122,https://scholar.google.com/scholar?q=Role%20of%20resource%20investment%20management%20and%20strategic%20resource%20deployment%20capabilities%20in%20internationalization-performance%20relationship,https://openalex.org/works?search=Role%20of%20resource%20investment%20management%20and%20strategic%20resource%20deployment%20capabilities%20in%20internationalization-performance%20relationship,https://api.unpaywall.org/v2/10.1016%2Fj.intman.2024.101122,,,,,,,,,,,,,,,,,Firm performance,Internationalization,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,MX,INCL:internationalization,3,TBD,TO_EXTRACT,TO_EXTRACT,General DOI,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
215,203,The impact of global city location intensity on MNE performance: Leveraging learning and connectivity,"Du, Helen S.; Colovic, Ana",2024,LONG RANGE PLANNING,10.1016/j.lrp.2023.102409,https://doi.org/10.1016/j.lrp.2023.102409,https://scholar.google.com/scholar?q=The%20impact%20of%20global%20city%20location%20intensity%20on%20MNE%20performance%3A%20Leveraging%20learning%20and%20connectivity,https://openalex.org/works?search=The%20impact%20of%20global%20city%20location%20intensity%20on%20MNE%20performance%3A%20Leveraging%20learning%20and%20connectivity,https://api.unpaywall.org/v2/10.1016%2Fj.lrp.2023.102409,,,,,,,,,,,,,,,,,Firm performance,Degree of internationalization/multinationality,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,MX,INCL:MNE-location→MNE-performance,3,,TO_EXTRACT,TO_EXTRACT,Scale/scope,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
216,204,Earnings quality of multinational corporations: Evidence from Latin America before and after IFRS implementation,"Melgarejo, Mauricio",2024,JOURNAL OF CORPORATE ACCOUNTING AND FINANCE,10.1002/jcaf.22729,https://doi.org/10.1002/jcaf.22729,https://scholar.google.com/scholar?q=Earnings%20quality%20of%20multinational%20corporations%3A%20Evidence%20from%20Latin%20America%20before%20and%20after%20IFRS%20implementation,https://openalex.org/works?search=Earnings%20quality%20of%20multinational%20corporations%3A%20Evidence%20from%20Latin%20America%20before%20and%20after%20IFRS%20implementation,https://api.unpaywall.org/v2/10.1002%2Fjcaf.22729,,,,,,,,,,,,,,,,,TO_EXTRACT,Degree of internationalization/multinationality,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,MX,INCL:MNE,3,,Latin America,Latin America,Scale/scope,TO_EXTRACT,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
217,207,"The impact of female chief executive officers, ownership, and globalization on ASEAN manufacturers' technical efficiency performance","Amornkitvikai, Yot; Charoenrat, Teerawat",2024,RESEARCH IN GLOBALIZATION,10.1016/j.resglo.2024.100206,https://doi.org/10.1016/j.resglo.2024.100206,https://scholar.google.com/scholar?q=The%20impact%20of%20female%20chief%20executive%20officers%2C%20ownership%2C%20and%20globalization%20on%20ASEAN%20manufacturers%27%20technical%20efficiency%20performance,https://openalex.org/works?search=The%20impact%20of%20female%20chief%20executive%20officers%2C%20ownership%2C%20and%20globalization%20on%20ASEAN%20manufacturers%27%20technical%20efficiency%20performance,https://api.unpaywall.org/v2/10.1016%2Fj.resglo.2024.100206,,,,,,,,,,,,,,,,,Firm performance,TO_EXTRACT,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,MX,INCL:globalization→ASEAN-manufacturer-performance,3,,ASEAN,Asia,TO_EXTRACT,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
218,208,Home country adverse political shocks and cross-border mergers and acquisitions financial performance of politically connected emerging market firms,"Zhou, Chenxi; Zhang, Yameng; Bu, Maoliang",2024,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2023.102175,https://doi.org/10.1016/j.ibusrev.2023.102175,https://scholar.google.com/scholar?q=Home%20country%20adverse%20political%20shocks%20and%20cross-border%20mergers%20and%20acquisitions%20financial%20performance%20of%20politically%20connected%20emerging%20market%20firms,https://openalex.org/works?search=Home%20country%20adverse%20political%20shocks%20and%20cross-border%20mergers%20and%20acquisitions%20financial%20performance%20of%20politically%20connected%20emerging%20market%20firms,https://api.unpaywall.org/v2/10.1016%2Fj.ibusrev.2023.102175,,,,,,,,,,,,,,,,,Market performance,TO_EXTRACT,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,MX,INCL:cross-border-M&A→financial-performance,3,,Emerging markets,Multiple/Emerging,TO_EXTRACT,Market-based,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
219,215,CSR drivers of fashion SMEs and performance: the role of internationalization,"Rienda, Laura; Ruiz-Fernandez, Lorena; Poveda-Pareja, Esther; Andreu-Guerrero, Rosario",2023,JOURNAL OF FASHION MARKETING AND MANAGEMENT,10.1108/jfmm-06-2021-0151,https://doi.org/10.1108/jfmm-06-2021-0151,https://scholar.google.com/scholar?q=CSR%20drivers%20of%20fashion%20SMEs%20and%20performance%3A%20the%20role%20of%20internationalization,https://openalex.org/works?search=CSR%20drivers%20of%20fashion%20SMEs%20and%20performance%3A%20the%20role%20of%20internationalization,https://api.unpaywall.org/v2/10.1108%2Fjfmm-06-2021-0151,,,,,,,,,,,,,,,,,Firm performance,Internationalization,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,MX,INCL:internationalization,3,TBD,TO_EXTRACT,TO_EXTRACT,General DOI,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
220,216,Degree of internationalisation and firm performance: the flattening role of organisational slack resources,"Luu, Tien Dung; Trinh, Lan Anh; Nguyen, Thanh Phuong Binh; Ngo, Ngoc Linh Chi; Le, Nguyen Phuong Nhi; Vu, Nhat Vi",2023,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,10.1108/ribs-03-2022-0030,https://doi.org/10.1108/ribs-03-2022-0030,https://scholar.google.com/scholar?q=Degree%20of%20internationalisation%20and%20firm%20performance%3A%20the%20flattening%20role%20of%20organisational%20slack%20resources,https://openalex.org/works?search=Degree%20of%20internationalisation%20and%20firm%20performance%3A%20the%20flattening%20role%20of%20organisational%20slack%20resources,https://api.unpaywall.org/v2/10.1108%2Fribs-03-2022-0030,,,,,,,,,,,,,,,,,Firm performance,Internationalization,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,MX,INCL:internationalization|firm-performance,3,firm_performance,TO_EXTRACT,TO_EXTRACT,General DOI,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
221,218,"Dancing with Giants: A Unified Framework for Cooperation Networks, Speed of Internationalisation, and Performance","Mendes, Telma; Silva, Carina; Braga, Alexandra",2023,SUSTAINABILITY,10.3390/su15032003,https://doi.org/10.3390/su15032003,https://scholar.google.com/scholar?q=Dancing%20with%20Giants%3A%20A%20Unified%20Framework%20for%20Cooperation%20Networks%2C%20Speed%20of%20Internationalisation%2C%20and%20Performance,https://openalex.org/works?search=Dancing%20with%20Giants%3A%20A%20Unified%20Framework%20for%20Cooperation%20Networks%2C%20Speed%20of%20Internationalisation%2C%20and%20Performance,https://api.unpaywall.org/v2/10.3390%2Fsu15032003,,,,,,,,,,,,,,,,,Firm performance,Internationalization,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,MX,INCL:internationalization,3,TBD,TO_EXTRACT,TO_EXTRACT,General DOI,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
222,219,Internationalization and firm performance: moderating role of multi-stakeholder initiatives,"Park, Sang-Bum",2023,MULTINATIONAL BUSINESS REVIEW,10.1108/mbr-10-2022-0168,https://doi.org/10.1108/mbr-10-2022-0168,https://scholar.google.com/scholar?q=Internationalization%20and%20firm%20performance%3A%20moderating%20role%20of%20multi-stakeholder%20initiatives,https://openalex.org/works?search=Internationalization%20and%20firm%20performance%3A%20moderating%20role%20of%20multi-stakeholder%20initiatives,https://api.unpaywall.org/v2/10.1108%2Fmbr-10-2022-0168,,,,,,,,,,,,,,,,,Firm performance,Degree of internationalization/multinationality,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,MX,INCL:internationalization|MNE|firm-performance,3,firm_performance,TO_EXTRACT,TO_EXTRACT,Scale/scope,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
223,220,Internationalization and digitalization: Their differing role on grocer and non-grocer retailer performance,"Batsakis, Georgios; Theoharakis, Vasilis; Li, Chengguang; Konara, Palitha",2023,JOURNAL OF RETAILING,10.1016/j.jretai.2023.07.005,https://doi.org/10.1016/j.jretai.2023.07.005,https://scholar.google.com/scholar?q=Internationalization%20and%20digitalization%3A%20Their%20differing%20role%20on%20grocer%20and%20non-grocer%20retailer%20performance,https://openalex.org/works?search=Internationalization%20and%20digitalization%3A%20Their%20differing%20role%20on%20grocer%20and%20non-grocer%20retailer%20performance,https://api.unpaywall.org/v2/10.1016%2Fj.jretai.2023.07.005,,,,,,,,,,,,,,,,,Firm performance,Internationalization,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,MX,INCL:internationalization,3,TBD,TO_EXTRACT,TO_EXTRACT,General DOI,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
224,225,How learning orientation drives the international performance of INVs: the roles of entrepreneurial bricolage and degree of internationalization,"Ding, Zhenkuo; Ye, Guangyu; Huang, Sheng; Hu, Man",2022,MULTINATIONAL BUSINESS REVIEW,10.1108/mbr-07-2020-0155,https://doi.org/10.1108/mbr-07-2020-0155,https://scholar.google.com/scholar?q=How%20learning%20orientation%20drives%20the%20international%20performance%20of%20INVs%3A%20the%20roles%20of%20entrepreneurial%20bricolage%20and%20degree%20of%20internationalization,https://openalex.org/works?search=How%20learning%20orientation%20drives%20the%20international%20performance%20of%20INVs%3A%20the%20roles%20of%20entrepreneurial%20bricolage%20and%20degree%20of%20internationalization,https://api.unpaywall.org/v2/10.1108%2Fmbr-07-2020-0155,,,,,,,,,,,,,,,,,Firm performance,Degree of internationalization/multinationality,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,MX,INCL:internationalization|MNE|DOI,3,TBD,TO_EXTRACT,TO_EXTRACT,Scale/scope,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
225,227,Does internationalization strategy promote enterprise innovation performance?-The moderating effect of environmental complexity,"Xiao, Peng; Sun, Xiaoxia",2022,MANAGERIAL AND DECISION ECONOMICS,10.1002/mde.3482,https://doi.org/10.1002/mde.3482,https://scholar.google.com/scholar?q=Does%20internationalization%20strategy%20promote%20enterprise%20innovation%20performance%3F-The%20moderating%20effect%20of%20environmental%20complexity,https://openalex.org/works?search=Does%20internationalization%20strategy%20promote%20enterprise%20innovation%20performance%3F-The%20moderating%20effect%20of%20environmental%20complexity,https://api.unpaywall.org/v2/10.1002%2Fmde.3482,,,,,,,,,,,,,,,,,Innovation/strategic outcome,Internationalization,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,MX,INCL:internationalization|firm-performance,3,TBD,TO_EXTRACT,TO_EXTRACT,General DOI,Innovation/other,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
